app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
975370,0,0,2022-12-12,true,36.3,23221,0
304390,4,0,2017-02-17,false,11.5,1283,1
1085660,2,0,2019-11-17,true,336.5,105979,2
703080,0,0,2022-09-23,true,27.4,108133,3
526870,0,0,2021-01-10,true,7.9,10612,4
306130,0,0,2021-10-10,true,8.6,20495,5
238960,0,0,2017-11-25,true,538.8,39561,6
730,0,0,2021-11-30,false,157.5,28396,7
255710,0,0,2021-05-21,true,18.7,146153,8
289070,0,0,2020-05-26,true,397.5,186850,9
431960,0,0,2020-10-14,true,30.3,84705,10
1086940,0,0,2020-10-07,true,50.0,38465,11
1938090,0,0,2022-11-16,true,46.7,69318,12
1286830,2,0,2020-07-26,true,19.3,50551,13
1172620,0,0,2020-11-04,true,89.1,54415,14
306130,0,0,2021-05-12,true,61.1,33945,15
635260,0,0,2022-01-30,true,177.0,34437,16
1151340,0,0,2020-07-01,true,86.3,55325,17
289070,0,0,2020-05-29,true,244.1,109011,18
392160,3,0,2018-12-26,false,320.5,168035,19
570,0,0,2021-03-08,true,850.9,221458,20
1938090,0,0,2022-11-23,true,7.4,276427,21
534380,0,0,2022-10-08,true,40.6,10121,22
518790,0,0,2022-12-31,true,10.0,112864,23
236850,23,4,2021-03-20,true,5.7,52658,24
1172470,2,0,2021-05-04,true,235.1,154604,25
304390,2,0,2017-03-23,false,180.6,163344,26
42700,6,2,2019-10-19,false,5.9,178118,27
1091500,0,0,2021-02-01,true,108.8,195286,28
291550,0,0,2021-05-17,false,2.7,266706,29
1332010,0,0,2022-11-24,true,8.5,306188,30
629730,0,0,2021-02-10,true,40.3,311319,31
438100,0,0,2020-09-10,true,8.1,393284,32
294100,0,0,2022-02-19,true,367.1,499927,33
1145360,0,0,2021-03-15,true,36.3,98323,34
431960,0,0,2020-11-13,true,11.0,103165,35
1794680,0,0,2022-11-23,true,55.8,139379,36
275850,0,0,2020-07-20,true,124.2,189838,37
284160,0,0,2020-01-26,true,197.4,196660,38
244850,0,0,2014-05-29,true,99.0,207356,39
1222140,0,0,2022-12-02,true,16.0,295293,40
359550,0,0,2021-11-21,true,166.6,318281,41
1938090,0,0,2022-11-23,true,98.7,387041,42
233860,0,0,2020-12-22,true,23.2,401612,43
252490,0,0,2020-04-22,true,0.4,498840,44
431960,2,0,2018-12-29,true,119.3,507410,45
394360,0,0,2020-07-11,false,0.3,392488,46
294100,2,0,2022-08-27,true,878.0,428534,47
1248130,0,0,2022-07-18,true,19.2,477178,48
218620,2,0,2015-12-06,true,708.6,61754,49
376210,0,0,2022-05-07,true,502.3,90997,50
730,0,0,2021-11-19,true,21.4,189524,51
289070,0,0,2021-02-13,true,84.6,262467,52
526870,0,0,2020-11-27,true,10.7,556757,53
1229490,0,0,2022-10-09,true,102.7,578574,54
578080,0,0,2018-02-21,true,893.0,603569,55
1248130,0,0,2022-04-23,true,27.2,703112,56
394360,0,0,2019-07-01,true,224.1,265449,57
602960,0,0,2022-01-05,true,41.9,306996,58
1817190,0,0,2022-12-23,true,39.7,353434,59
381210,0,0,2022-06-14,true,223.4,385712,60
431960,0,0,2021-09-02,true,934.1,506054,61
275850,0,0,2022-11-25,true,93.0,510224,62
1222670,0,0,2021-02-25,true,47.4,524943,63
1361210,0,0,2022-11-30,true,57.8,549186,64
252490,0,0,2022-01-03,false,53.4,627785,65
1850570,0,0,2022-12-12,true,1.1,673414,66
976730,0,0,2021-11-25,false,21.1,719857,67
1172620,0,0,2021-12-11,true,513.7,720672,68
1332010,0,0,2022-07-23,true,5.9,147649,69
1250410,0,0,2020-08-18,false,33.5,220841,70
730,2,0,2015-09-24,true,337.8,258631,71
1419170,3,0,2021-07-12,true,6.4,277429,72
1817070,0,0,2022-08-29,true,33.0,292192,73
291550,0,0,2022-10-01,true,48.9,302346,74
376210,0,0,2021-03-01,true,114.2,411671,75
218620,0,0,2020-07-06,true,158.1,419970,76
233860,0,0,2022-10-05,true,776.5,428999,77
1789480,0,0,2022-10-05,true,23.4,477856,78
291550,0,0,2021-09-30,true,17.9,509480,79
489830,0,0,2020-11-19,true,259.0,519720,80
851850,0,0,2020-11-30,true,37.9,536544,81
1174180,0,0,2021-01-18,true,30.0,663095,82
236390,0,0,2021-04-29,true,413.1,724887,83
255710,0,0,2022-01-07,true,8.9,86235,84
107410,0,0,2014-06-26,true,69.1,161234,85
413150,2,0,2019-07-05,true,58.1,197177,86
1172620,0,0,2021-06-29,true,466.8,233379,87
1174180,0,0,2022-02-05,true,178.4,240334,88
620980,0,0,2022-07-24,true,33.0,261046,89
1938090,0,0,2022-11-11,true,124.1,548911,90
1222140,0,0,2022-09-22,true,12.0,517065,91
374320,0,0,2016-12-05,true,152.2,566563,92
346110,0,0,2021-06-11,true,528.7,573465,93
602960,0,0,2022-11-25,true,95.5,578930,94
534380,0,0,2022-02-05,true,27.4,611418,95
107410,0,0,2014-09-28,true,635.4,658696,96
1250410,0,0,2020-12-09,true,307.2,694392,97
