app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
1142710,0,0,2022-11-24,false,46.0,297180,39999
1290000,0,0,2022-06-17,true,66.8,304890,40000
730,0,0,2021-04-08,true,448.4,307861,40001
1817070,0,0,2022-08-23,true,13.2,330514,40002
284160,0,0,2022-09-26,true,37.1,378010,40003
1174180,0,0,2020-01-16,true,78.4,432434,40004
275850,0,0,2020-09-23,true,104.0,502722,40005
1158310,0,0,2021-06-26,true,641.6,520360,40006
252490,0,0,2022-06-09,true,52.5,558779,40007
394360,0,0,2022-11-18,true,689.1,597187,40008
1245620,2,0,2022-03-14,true,79.9,601724,40009
431960,0,0,2021-08-21,true,290.9,605141,40010
236850,0,0,2020-08-19,true,121.0,609904,40011
359550,0,0,2020-11-17,false,212.4,688650,40012
386360,0,0,2020-09-30,true,38.1,696998,40013
1196590,0,0,2021-05-08,true,11.9,753819,40014
613100,0,0,2020-09-25,true,12.1,764199,40015
1938090,0,0,2022-11-12,true,51.9,765276,40016
105600,0,0,2020-06-29,true,199.6,809525,40017
252490,0,0,2022-01-06,true,157.6,823136,40018
1151340,0,0,2021-07-01,false,0.3,849913,40019
292030,0,0,2017-11-23,true,280.1,1173910,40020
250900,0,0,2021-07-07,true,14.9,1191417,40021
394360,0,0,2021-10-30,true,238.9,1431100,40022
275850,0,0,2021-10-10,false,39.1,1474395,40023
438100,0,0,2022-08-06,true,32.9,1522412,40024
221100,2,0,2014-06-23,true,63.8,1547125,40025
703080,0,0,2022-03-24,true,68.1,1552177,40026
270880,0,0,2022-03-31,true,23.3,1564893,40027
431960,0,0,2022-04-22,true,3.7,1651552,40028
289070,0,0,2021-09-10,true,21.1,1665716,40029
1332010,0,0,2022-07-20,true,1.4,1694199,40030
1919590,0,0,2022-10-28,true,54.4,1705412,40031
394360,0,0,2021-12-01,true,41.0,1746612,40032
570,0,0,2022-08-26,true,498.1,1787995,40033
1222670,0,0,2022-08-12,true,56.8,1844500,40034
1172620,0,0,2022-09-03,true,56.8,1854029,40035
252490,2,0,2021-01-13,true,60.0,1904492,40036
107410,0,0,2017-04-23,true,548.0,1954136,40037
42700,0,0,2022-08-01,true,9.8,1956511,40038
377160,0,0,2022-08-30,true,5.9,2193191,40039
397540,0,0,2020-04-20,true,69.3,2236228,40040
236390,0,0,2015-11-11,true,198.0,2240543,40041
632360,0,0,2020-03-02,true,404.3,2365181,40042
570,0,0,2017-01-11,true,116.2,2365306,40043
244210,0,0,2019-03-31,true,88.7,2478347,40044
397540,0,0,2020-03-18,true,14.9,2519104,40045
238960,0,0,2014-11-19,true,78.3,2534546,40046
261550,0,0,2022-01-21,true,542.4,2632191,40047
1151340,0,0,2020-06-18,true,419.8,2642680,40048
431960,0,0,2020-11-06,true,17.0,2688159,40049
1817070,0,0,2022-08-15,true,69.4,2718749,40050
244850,2,2,2018-01-09,false,1.3,2748609,40051
2064650,2,0,2022-11-14,true,18.4,2765394,40052
730,2,0,2019-01-12,true,477.2,2788917,40053
632360,5,5,2020-04-28,false,16.9,2789675,40054
377160,0,0,2015-12-27,true,51.9,2799865,40055
1824220,0,0,2022-06-26,true,4.0,2805082,40056
252490,0,0,2017-05-30,true,45.3,2879133,40057
306130,0,0,2020-02-13,true,246.8,2917546,40058
431960,0,0,2021-10-22,true,32.6,2917972,40059
386360,4,0,2019-08-19,true,326.1,3020696,40060
230410,0,0,2016-11-26,true,474.1,3040457,40061
374320,0,2,2019-07-17,false,91.6,3047581,40062
108600,0,0,2022-12-18,true,64.9,3053274,40063
730,3,0,2017-03-16,false,650.1,3073206,40064
381210,3,0,2017-11-10,true,686.0,3084320,40065
252490,0,0,2015-04-26,true,43.2,3100426,40066
1599340,0,0,2022-02-22,true,4.6,3147677,40067
1151340,2,0,2021-07-18,false,145.5,3161064,40068
431960,0,0,2020-12-10,true,182.1,3192665,40069
306130,0,0,2019-11-24,true,31.0,3238726,40070
374320,0,0,2018-04-07,true,299.4,3258140,40071
1599340,0,0,2022-03-01,true,137.3,3294425,40072
107410,0,0,2015-11-22,true,321.9,3337645,40073
271590,0,0,2017-09-05,false,155.3,3449272,40074
292030,2,0,2015-06-13,true,273.7,3503685,40075
292030,0,0,2016-11-23,true,120.4,3780021,40076
218620,4,0,2016-01-23,true,30.7,3810428,40077
1151340,0,0,2021-08-09,true,21.7,3813432,40078
1085660,0,0,2022-06-07,false,10.6,3848741,40079
42700,0,0,2011-04-07,true,9.0,5006681,40080
1096530,0,0,2021-07-18,true,70.7,5073990,40081
22380,0,0,2020-12-25,true,49.2,5075820,40082
814380,0,0,2019-03-22,true,15.9,5139402,40083
1250410,0,0,2022-09-16,true,122.8,5179546,40084
1086940,2,0,2021-10-15,true,119.9,5256295,40085
236390,0,0,2021-11-18,false,827.0,5431992,40086
394360,0,0,2019-11-22,true,595.7,5439492,40087
304390,4,0,2017-03-13,false,12.1,5472473,40088
1184370,0,0,2022-02-09,true,26.0,5515458,40089
238960,0,0,2019-11-28,true,126.1,5577911,40090
392160,0,0,2018-11-30,true,108.1,5618730,40091
1142710,0,0,2022-02-20,false,0.8,5640893,40092
271590,0,0,2021-01-03,false,132.1,5659398,40093
107410,0,0,2014-02-21,true,74.2,5727297,40094
107410,0,0,2019-06-30,true,819.0,5805591,40095
230410,0,0,2018-11-22,true,69.3,5903760,40096
1086940,0,0,2021-11-21,true,230.2,5943978,40097
292030,56,0,2017-02-08,true,126.3,6102087,40098
107410,0,0,2020-10-11,true,75.9,6102521,40099
252490,0,0,2022-07-24,false,229.4,6167879,40100
291550,0,0,2021-03-06,true,184.0,6233711,40101
374320,0,0,2016-11-25,true,323.5,6265408,40102
105600,0,0,2020-05-26,true,44.4,6348856,40103
386360,0,0,2019-01-28,false,71.2,6438870,40104
570,2,0,2016-11-25,true,575.6,6467674,40105
252490,0,0,2022-07-27,true,217.0,6470537,40106
1248130,0,0,2022-11-07,true,276.5,6478810,40107
359550,0,0,2020-02-26,true,686.1,6484304,40108
1240440,2,0,2022-01-07,false,441.0,6484461,40109
291550,0,0,2021-11-22,true,31.5,6532162,40110
108600,0,0,2021-07-05,true,15.2,6587412,40111
250900,0,0,2019-12-17,true,110.4,6684580,40112
238960,0,0,2020-04-02,true,649.6,6701406,40113
4000,0,0,2020-10-14,true,67.0,6754124,40114
1789480,0,0,2022-10-12,true,35.1,4979478,40115
1286830,2,0,2020-07-27,true,557.8,5013110,40116
1091500,0,0,2020-12-16,true,56.7,5138635,40117
291550,0,0,2020-04-10,true,385.4,6363805,40118
1174180,0,0,2020-10-10,true,249.8,15361,40119
284160,0,0,2017-09-29,true,505.6,68619,40120
1172470,0,0,2022-03-30,true,466.4,69475,40121
244850,0,0,2019-11-04,true,645.0,70846,40122
394360,0,0,2019-11-02,true,355.1,94260,40123
730,0,0,2020-06-27,true,346.5,156104,40124
1174180,0,0,2022-07-04,true,190.5,269129,40125
271590,0,0,2020-06-10,false,420.1,306113,40126
435150,0,0,2020-09-21,true,5.9,398519,40127
635260,0,0,2022-05-28,true,51.8,484926,40128
1659420,6,0,2022-10-19,true,14.4,496873,40129
291550,0,0,2022-01-20,false,245.0,508237,40130
394360,0,0,2020-11-25,true,340.0,524707,40131
1172470,0,0,2021-01-01,true,330.1,531761,40132
242760,0,0,2021-07-05,true,92.7,557181,40133
250900,0,0,2017-11-26,true,898.7,572478,40134
1811260,0,0,2022-11-11,true,134.0,578312,40135
1172620,0,0,2021-06-01,true,153.5,586030,40136
526870,0,0,2022-01-09,true,109.2,599684,40137
242760,0,0,2020-06-28,true,40.4,630158,40138
218620,0,0,2015-10-18,true,488.3,680382,40139
1222670,0,0,2020-11-13,true,8.8,812630,40140
275850,0,0,2021-08-23,true,6.7,906954,40141
431960,0,0,2021-09-16,true,39.3,1000321,40142
814380,0,0,2021-09-04,true,36.5,1023911,40143
233860,0,0,2022-10-05,true,232.3,1046322,40144
236850,0,0,2021-01-06,true,866.9,1069158,40145
438100,0,0,2021-08-18,true,14.4,1175919,40146
730,0,0,2021-01-09,true,14.3,1259215,40147
526870,0,0,2022-01-08,true,31.8,1281845,40148
1190000,0,0,2021-09-08,true,115.2,1349984,40149
1086940,0,0,2020-10-24,true,44.3,1476116,40150
1817070,0,0,2022-08-12,true,31.3,1503116,40151
1938090,0,0,2022-10-31,false,36.1,1584369,40152
1332010,0,0,2022-08-01,true,9.4,1586774,40153
377160,0,0,2017-03-13,true,417.8,1614904,40154
284160,0,0,2022-07-18,true,62.2,1632042,40155
1794680,0,0,2022-01-17,true,3.6,1636244,40156
270880,0,0,2022-11-21,true,29.6,1731860,40157
1419170,0,0,2022-04-21,true,45.7,1800920,40158
635260,0,0,2022-06-22,true,59.6,1863952,40159
291550,2,0,2017-04-24,true,770.1,1879044,40160
374320,0,0,2020-09-09,true,75.6,1917874,40161
289070,4,0,2018-01-10,false,23.1,1939196,40162
284160,0,0,2022-06-06,true,358.5,1968039,40163
271590,2,0,2019-10-08,false,48.3,2051386,40164
236850,0,0,2022-01-05,true,243.3,2085863,40165
1938090,0,0,2022-11-22,true,61.4,2152086,40166
493520,0,0,2020-07-04,false,13.5,2240121,40167
244850,0,0,2021-07-11,true,90.1,2472631,40168
489830,0,0,2020-11-30,true,324.2,2513569,40169
976730,0,0,2019-12-09,true,17.9,2522334,40170
518790,2,0,2019-01-26,true,132.0,2533118,40171
